timestamp,machine_id,machine_type,energy_kwh,production_units,temperature_c,operating_hours,machine_status,energy_cost_inr,is_anomaly
2026-09-03 03:00:00,M-001,CNC Machine,6.37,7.11,52.26,0.2,Idle,50.96,False
2026-09-03 03:00:00,M-002,Industrial Motor,8.02,11.13,60.21,0.2,Idle,64.16,False
2026-09-03 03:00:00,M-003,Compressor,9.87,7.71,65.09,0.2,Idle,78.96,False
2026-09-03 03:00:00,M-004,Hydraulic Press,9.14,10.16,60.54,0.2,Idle,73.12,False
2026-09-03 03:00:00,M-005,Cooling System,5.7,6.35,48.69,0.2,Idle,45.6,False
2026-09-03 04:00:00,M-001,CNC Machine,6.35,7.75,55.19,0.2,Idle,50.8,False
2026-09-03 04:00:00,M-002,Industrial Motor,8.7,8.73,63.03,0.2,Idle,69.6,False
2026-09-03 04:00:00,M-003,Compressor,10.44,7.34,63.58,0.2,Idle,83.52,False
2026-09-03 04:00:00,M-004,Hydraulic Press,9.04,9.24,58.52,0.2,Idle,72.32,False
2026-09-03 04:00:00,M-005,Cooling System,5.71,5.4,51.69,0.2,Idle,45.68,False
2026-09-03 05:00:00,M-001,CNC Machine,6.07,7.12,54.17,0.2,Idle,48.56,False
2026-09-03 05:00:00,M-002,Industrial Motor,7.85,11.05,57.33,0.2,Idle,62.8,False
2026-09-03 05:00:00,M-003,Compressor,9.43,7.27,66.17,0.2,Idle,75.44,False
2026-09-03 05:00:00,M-004,Hydraulic Press,8.95,9.62,60.65,0.2,Idle,71.6,False
2026-09-03 05:00:00,M-005,Cooling System,5.13,5.38,50.83,0.2,Idle,41.04,False
2026-09-03 06:00:00,M-001,CNC Machine,5.82,9.1,49.34,0.2,Idle,46.56,False
2026-09-03 06:00:00,M-002,Industrial Motor,7.85,9.25,62.4,0.2,Idle,62.8,False
2026-09-03 06:00:00,M-003,Compressor,10.14,6.74,66.31,0.2,Idle,81.12,False
2026-09-03 06:00:00,M-004,Hydraulic Press,8.79,8.5,58.38,0.2,Idle,70.32,False
2026-09-03 06:00:00,M-005,Cooling System,5.43,6.22,52.07,0.2,Idle,43.44,False
2026-09-03 07:00:00,M-001,CNC Machine,30.74,33.64,55.91,1.0,Running,245.92,False
2026-09-03 07:00:00,M-002,Industrial Motor,38.13,44.23,60.89,1.0,Running,305.04,False
2026-09-03 07:00:00,M-003,Compressor,52.53,34.04,62.07,1.0,Running,420.24,False
2026-09-03 07:00:00,M-004,Hydraulic Press,46.65,49.17,58.31,1.0,Running,373.2,False
2026-09-03 07:00:00,M-005,Cooling System,28.38,28.59,53.43,1.0,Running,227.04,False
2026-09-03 08:00:00,M-001,CNC Machine,34.23,35.11,54.33,1.0,Running,273.84,False
2026-09-03 08:00:00,M-002,Industrial Motor,40.73,49.63,57.26,1.0,Running,325.84,False
2026-09-03 08:00:00,M-003,Compressor,51.1,33.01,62.43,1.0,Running,408.8,False
2026-09-03 08:00:00,M-004,Hydraulic Press,42.69,56.94,56.89,1.0,Running,341.52,False
2026-09-03 08:00:00,M-005,Cooling System,25.98,30.49,51.21,1.0,Running,207.84,False
2026-09-03 09:00:00,M-001,CNC Machine,31.36,43.07,54.81,1.0,Running,250.88,False
2026-09-03 09:00:00,M-002,Industrial Motor,34.55,45.97,60.64,1.0,Running,276.4,False
2026-09-03 09:00:00,M-003,Compressor,52.06,39.91,64.45,1.0,Running,416.48,False
2026-09-03 09:00:00,M-004,Hydraulic Press,41.57,52.77,61.41,1.0,Running,332.56,False
2026-09-03 09:00:00,M-005,Cooling System,30.74,30.49,50.53,1.0,Running,245.92,False
2026-09-03 10:00:00,M-001,CNC Machine,33.49,48.11,56.11,1.0,Running,267.92,False
2026-09-03 10:00:00,M-002,Industrial Motor,37.43,48.9,62.4,1.0,Running,299.44,False
2026-09-03 10:00:00,M-003,Compressor,45.86,35.39,61.77,1.0,Running,366.88,False
2026-09-03 10:00:00,M-004,Hydraulic Press,45.84,49.26,57.89,1.0,Running,366.72,False
2026-09-03 10:00:00,M-005,Cooling System,24.72,32.93,52.29,1.0,Running,197.76,False
2026-09-03 11:00:00,M-001,CNC Machine,33.46,35.89,54.81,1.0,Running,267.68,False
2026-09-03 11:00:00,M-002,Industrial Motor,36.03,49.61,62.56,1.0,Running,288.24,False
2026-09-03 11:00:00,M-003,Compressor,53.82,37.92,63.74,1.0,Running,430.56,False
2026-09-03 11:00:00,M-004,Hydraulic Press,43.09,52.32,59.71,1.0,Running,344.72,False
2026-09-03 11:00:00,M-005,Cooling System,29.8,33.96,50.54,1.0,Running,238.4,False
2026-09-03 12:00:00,M-001,CNC Machine,29.52,43.21,56.14,1.0,Running,236.16,False
2026-09-03 12:00:00,M-002,Industrial Motor,33.74,49.73,57.68,1.0,Running,269.92,False
2026-09-03 12:00:00,M-003,Compressor,51.06,34.21,61.58,1.0,Running,408.48,False
2026-09-03 12:00:00,M-004,Hydraulic Press,45.68,51.56,57.61,1.0,Running,365.44,False
2026-09-03 12:00:00,M-005,Cooling System,29.76,28.19,55.31,1.0,Running,238.08,False
2026-09-03 13:00:00,M-001,CNC Machine,30.82,40.38,55.98,1.0,Running,246.56,False
2026-09-03 13:00:00,M-002,Industrial Motor,37.68,46.63,61.48,1.0,Running,301.44,False
2026-09-03 13:00:00,M-003,Compressor,56.11,29.65,64.15,1.0,Running,448.88,False
2026-09-03 13:00:00,M-004,Hydraulic Press,44.76,48.35,57.92,1.0,Running,358.08,False
2026-09-03 13:00:00,M-005,Cooling System,30.51,25.85,52.08,1.0,Running,244.08,False
2026-09-03 14:00:00,M-001,CNC Machine,33.83,43.49,52.96,1.0,Running,270.64,False
2026-09-03 14:00:00,M-002,Industrial Motor,37.39,49.82,61.69,1.0,Running,299.12,False
2026-09-03 14:00:00,M-003,Compressor,51.69,29.04,62.79,1.0,Running,413.52,False
2026-09-03 14:00:00,M-004,Hydraulic Press,46.27,51.73,56.58,1.0,Running,370.16,False
2026-09-03 14:00:00,M-005,Cooling System,27.81,28.29,50.21,1.0,Running,222.48,False
2026-09-03 15:00:00,M-001,CNC Machine,31.29,44.83,49.19,1.0,Running,250.32,False
2026-09-03 15:00:00,M-002,Industrial Motor,35.63,46.56,56.74,1.0,Running,285.04,False
2026-09-03 15:00:00,M-003,Compressor,52.34,31.54,66.66,1.0,Running,418.72,False
2026-09-03 15:00:00,M-004,Hydraulic Press,43.36,51.25,58.91,1.0,Running,346.88,False
2026-09-03 15:00:00,M-005,Cooling System,26.83,28.9,49.69,1.0,Running,214.64,False
2026-09-03 16:00:00,M-001,CNC Machine,31.25,36.11,55.32,1.0,Running,250.0,False
2026-09-03 16:00:00,M-002,Industrial Motor,37.05,47.63,58.11,1.0,Running,296.4,False
2026-09-03 16:00:00,M-003,Compressor,47.89,36.7,65.55,1.0,Running,383.12,False
2026-09-03 16:00:00,M-004,Hydraulic Press,42.97,45.99,55.07,1.0,Running,343.76,False
2026-09-03 16:00:00,M-005,Cooling System,29.64,28.8,53.03,1.0,Running,237.12,False
2026-09-03 17:00:00,M-001,CNC Machine,33.0,45.29,52.79,1.0,Running,264.0,False
2026-09-03 17:00:00,M-002,Industrial Motor,36.22,46.73,62.66,1.0,Running,289.76,False
2026-09-03 17:00:00,M-003,Compressor,54.79,31.65,65.79,1.0,Running,438.32,False
2026-09-03 17:00:00,M-004,Hydraulic Press,43.89,57.32,59.42,1.0,Running,351.12,False
2026-09-03 17:00:00,M-005,Cooling System,26.96,35.48,48.93,1.0,Running,215.68,False
2026-09-03 18:00:00,M-001,CNC Machine,33.37,35.68,51.23,1.0,Running,266.96,False
2026-09-03 18:00:00,M-002,Industrial Motor,39.0,46.57,60.37,1.0,Running,312.0,False
2026-09-03 18:00:00,M-003,Compressor,52.69,36.19,66.56,1.0,Running,421.52,False
2026-09-03 18:00:00,M-004,Hydraulic Press,43.17,46.19,56.45,1.0,Running,345.36,False
2026-09-03 18:00:00,M-005,Cooling System,29.51,31.99,52.9,1.0,Running,236.08,False
2026-09-03 19:00:00,M-001,CNC Machine,29.74,45.98,58.33,1.0,Running,237.92,False
2026-09-03 19:00:00,M-002,Industrial Motor,39.68,53.85,63.56,1.0,Running,317.44,False
2026-09-03 19:00:00,M-003,Compressor,50.36,30.36,62.53,1.0,Running,402.88,False
2026-09-03 19:00:00,M-004,Hydraulic Press,42.16,52.89,59.51,1.0,Running,337.28,False
2026-09-03 19:00:00,M-005,Cooling System,29.17,33.29,52.57,1.0,Running,233.36,False
2026-09-03 20:00:00,M-001,CNC Machine,6.07,7.74,57.5,0.2,Idle,48.56,False
2026-09-03 20:00:00,M-002,Industrial Motor,7.58,10.2,59.16,0.2,Idle,60.64,False
2026-09-03 20:00:00,M-003,Compressor,9.73,5.87,67.82,0.2,Idle,77.84,False
2026-09-03 20:00:00,M-004,Hydraulic Press,9.1,8.98,60.01,0.2,Idle,72.8,False
2026-09-03 20:00:00,M-005,Cooling System,5.66,5.4,53.88,0.2,Idle,45.28,False
2026-09-03 21:00:00,M-001,CNC Machine,7.5,8.41,51.66,0.2,Idle,60.0,False
2026-09-03 21:00:00,M-002,Industrial Motor,7.52,10.41,61.54,0.2,Idle,60.16,False
2026-09-03 21:00:00,M-003,Compressor,9.94,7.25,64.46,0.2,Idle,79.52,False
2026-09-03 21:00:00,M-004,Hydraulic Press,9.33,8.51,58.6,0.2,Idle,74.64,False
2026-09-03 21:00:00,M-005,Cooling System,5.96,6.31,52.74,0.2,Idle,47.68,False
2026-09-03 22:00:00,M-001,CNC Machine,6.06,8.5,53.58,0.2,Idle,48.48,False
2026-09-03 22:00:00,M-002,Industrial Motor,8.25,10.51,59.52,0.2,Idle,66.0,False
2026-09-03 22:00:00,M-003,Compressor,9.84,7.03,66.35,0.2,Idle,78.72,False
2026-09-03 22:00:00,M-004,Hydraulic Press,10.05,10.53,56.24,0.2,Idle,80.4,False
2026-09-03 22:00:00,M-005,Cooling System,5.68,5.82,53.29,0.2,Idle,45.44,False
2026-09-03 23:00:00,M-001,CNC Machine,6.06,8.26,56.76,0.2,Idle,48.48,False
2026-09-03 23:00:00,M-002,Industrial Motor,7.18,10.15,62.71,0.2,Idle,57.44,False
2026-09-03 23:00:00,M-003,Compressor,10.48,7.66,64.16,0.2,Idle,83.84,False
2026-09-03 23:00:00,M-004,Hydraulic Press,8.53,10.44,58.06,0.2,Idle,68.24,False
2026-09-03 23:00:00,M-005,Cooling System,5.89,4.97,48.88,0.2,Idle,47.12,False
2026-09-04 00:00:00,M-001,CNC Machine,6.27,9.41,54.58,0.2,Idle,50.16,False
2026-09-04 00:00:00,M-002,Industrial Motor,7.47,9.12,62.84,0.2,Idle,59.76,False
2026-09-04 00:00:00,M-003,Compressor,11.2,5.61,64.68,0.2,Idle,89.6,False
2026-09-04 00:00:00,M-004,Hydraulic Press,8.42,9.03,61.35,0.2,Idle,67.36,False
2026-09-04 00:00:00,M-005,Cooling System,5.21,5.55,54.27,0.2,Idle,41.68,False
2026-09-04 01:00:00,M-001,CNC Machine,6.04,8.63,55.43,0.2,Idle,48.32,False
2026-09-04 01:00:00,M-002,Industrial Motor,8.1,8.81,62.12,0.2,Idle,64.8,False
2026-09-04 01:00:00,M-003,Compressor,10.63,7.3,67.52,0.2,Idle,85.04,False
2026-09-04 01:00:00,M-004,Hydraulic Press,8.36,10.0,58.9,0.2,Idle,66.88,False
2026-09-04 01:00:00,M-005,Cooling System,5.26,7.0,51.28,0.2,Idle,42.08,False
2026-09-04 02:00:00,M-001,CNC Machine,6.38,8.68,53.04,0.2,Idle,51.04,False
2026-09-04 02:00:00,M-002,Industrial Motor,8.66,10.46,60.39,0.2,Idle,69.28,False
2026-09-04 02:00:00,M-003,Compressor,9.43,6.49,64.52,0.2,Idle,75.44,False
2026-09-04 02:00:00,M-004,Hydraulic Press,9.26,10.88,58.0,0.2,Idle,74.08,False
2026-09-04 02:00:00,M-005,Cooling System,5.23,5.72,53.67,0.2,Idle,41.84,False
2026-09-04 03:00:00,M-001,CNC Machine,5.81,9.01,58.18,0.2,Idle,46.48,False
2026-09-04 03:00:00,M-002,Industrial Motor,8.24,10.04,57.32,0.2,Idle,65.92,False
2026-09-04 03:00:00,M-003,Compressor,10.31,6.24,65.01,0.2,Idle,82.48,False
2026-09-04 03:00:00,M-004,Hydraulic Press,9.38,11.44,57.51,0.2,Idle,75.04,False
2026-09-04 03:00:00,M-005,Cooling System,6.01,5.51,50.07,0.2,Idle,48.08,False
2026-09-04 04:00:00,M-001,CNC Machine,6.29,9.49,58.18,0.2,Idle,50.32,False
2026-09-04 04:00:00,M-002,Industrial Motor,7.54,10.12,58.96,0.2,Idle,60.32,False
2026-09-04 04:00:00,M-003,Compressor,10.67,6.81,64.15,0.2,Idle,85.36,False
2026-09-04 04:00:00,M-004,Hydraulic Press,8.91,9.52,58.16,0.2,Idle,71.28,False
2026-09-04 04:00:00,M-005,Cooling System,5.75,4.98,50.04,0.2,Idle,46.0,False
2026-09-04 05:00:00,M-001,CNC Machine,5.75,7.62,51.41,0.2,Idle,46.0,False
2026-09-04 05:00:00,M-002,Industrial Motor,7.28,8.56,63.91,0.2,Idle,58.24,False
2026-09-04 05:00:00,M-003,Compressor,10.51,6.71,64.8,0.2,Idle,84.08,False
2026-09-04 05:00:00,M-004,Hydraulic Press,8.96,10.1,55.61,0.2,Idle,71.68,False
2026-09-04 05:00:00,M-005,Cooling System,6.21,6.7,48.63,0.2,Idle,49.68,False
2026-09-04 06:00:00,M-001,CNC Machine,6.29,7.71,53.07,0.2,Idle,50.32,False
2026-09-04 06:00:00,M-002,Industrial Motor,7.27,9.99,64.33,0.2,Idle,58.16,False
2026-09-04 06:00:00,M-003,Compressor,10.53,7.67,66.05,0.2,Idle,84.24,False
2026-09-04 06:00:00,M-004,Hydraulic Press,8.7,10.88,56.37,0.2,Idle,69.6,False
2026-09-04 06:00:00,M-005,Cooling System,5.89,6.04,52.28,0.2,Idle,47.12,False
2026-09-04 07:00:00,M-001,CNC Machine,30.46,36.7,54.85,1.0,Running,243.68,False
2026-09-04 07:00:00,M-002,Industrial Motor,42.5,47.71,57.23,1.0,Running,340.0,False
2026-09-04 07:00:00,M-003,Compressor,56.65,36.42,68.54,1.0,Running,453.2,False
2026-09-04 07:00:00,M-004,Hydraulic Press,46.33,48.38,59.14,1.0,Running,370.64,False
2026-09-04 07:00:00,M-005,Cooling System,27.83,30.47,52.87,1.0,Running,222.64,False
2026-09-04 08:00:00,M-001,CNC Machine,33.31,33.49,55.25,1.0,Running,266.48,False
2026-09-04 08:00:00,M-002,Industrial Motor,42.67,47.15,58.65,1.0,Running,341.36,False
2026-09-04 08:00:00,M-003,Compressor,58.21,33.87,62.34,1.0,Running,465.68,False
2026-09-04 08:00:00,M-004,Hydraulic Press,44.6,47.8,59.68,1.0,Running,356.8,False
2026-09-04 08:00:00,M-005,Cooling System,25.83,30.5,50.94,1.0,Running,206.64,False
2026-09-04 09:00:00,M-001,CNC Machine,31.85,39.96,55.85,1.0,Running,254.8,False
2026-09-04 09:00:00,M-002,Industrial Motor,33.95,49.61,62.13,1.0,Running,271.6,False
2026-09-04 09:00:00,M-003,Compressor,56.32,35.71,64.89,1.0,Running,450.56,False
2026-09-04 09:00:00,M-004,Hydraulic Press,46.26,54.41,60.69,1.0,Running,370.08,False
2026-09-04 09:00:00,M-005,Cooling System,27.84,31.25,56.54,1.0,Running,222.72,False
2026-09-04 10:00:00,M-001,CNC Machine,33.1,44.99,52.45,1.0,Running,264.8,False
2026-09-04 10:00:00,M-002,Industrial Motor,38.67,43.05,60.29,1.0,Running,309.36,False
2026-09-04 10:00:00,M-003,Compressor,52.44,33.28,67.18,1.0,Running,419.52,False
2026-09-04 10:00:00,M-004,Hydraulic Press,41.92,52.78,57.78,1.0,Running,335.36,False
2026-09-04 10:00:00,M-005,Cooling System,27.35,28.07,51.17,1.0,Running,218.8,False
2026-09-04 11:00:00,M-001,CNC Machine,29.59,40.4,54.74,1.0,Running,236.72,False
2026-09-04 11:00:00,M-002,Industrial Motor,31.32,45.85,64.11,1.0,Running,250.56,False
2026-09-04 11:00:00,M-003,Compressor,50.83,38.05,64.04,1.0,Running,406.64,False
2026-09-04 11:00:00,M-004,Hydraulic Press,49.58,45.31,61.79,1.0,Running,396.64,False
2026-09-04 11:00:00,M-005,Cooling System,29.72,30.38,52.35,1.0,Running,237.76,False
2026-09-04 12:00:00,M-001,CNC Machine,31.21,37.51,55.26,1.0,Running,249.68,False
2026-09-04 12:00:00,M-002,Industrial Motor,37.5,46.25,59.82,1.0,Running,300.0,False
2026-09-04 12:00:00,M-003,Compressor,52.16,34.77,61.88,1.0,Running,417.28,False
2026-09-04 12:00:00,M-004,Hydraulic Press,41.53,47.13,59.96,1.0,Running,332.24,False
2026-09-04 12:00:00,M-005,Cooling System,29.94,24.95,54.77,1.0,Running,239.52,False
2026-09-04 13:00:00,M-001,CNC Machine,27.0,40.98,54.28,1.0,Running,216.0,False
2026-09-04 13:00:00,M-002,Industrial Motor,35.7,47.75,58.97,1.0,Running,285.6,False
2026-09-04 13:00:00,M-003,Compressor,54.07,39.28,62.15,1.0,Running,432.56,False
2026-09-04 13:00:00,M-004,Hydraulic Press,44.12,43.61,57.57,1.0,Running,352.96,False
2026-09-04 13:00:00,M-005,Cooling System,27.1,31.19,53.02,1.0,Running,216.8,False
2026-09-04 14:00:00,M-001,CNC Machine,33.57,48.5,54.9,1.0,Running,268.56,False
2026-09-04 14:00:00,M-002,Industrial Motor,37.19,47.3,62.36,1.0,Running,297.52,False
2026-09-04 14:00:00,M-003,Compressor,52.14,33.24,64.1,1.0,Running,417.12,False
2026-09-04 14:00:00,M-004,Hydraulic Press,41.29,47.99,58.65,1.0,Running,330.32,False
2026-09-04 14:00:00,M-005,Cooling System,28.84,29.85,50.93,1.0,Running,230.72,False
2026-09-04 15:00:00,M-001,CNC Machine,30.32,46.1,58.42,1.0,Running,242.56,False
2026-09-04 15:00:00,M-002,Industrial Motor,38.99,41.29,60.95,1.0,Running,311.92,False
2026-09-04 15:00:00,M-003,Compressor,53.32,32.77,66.56,1.0,Running,426.56,False
2026-09-04 15:00:00,M-004,Hydraulic Press,46.36,41.13,53.01,1.0,Running,370.88,False
2026-09-04 15:00:00,M-005,Cooling System,30.74,27.68,50.84,1.0,Running,245.92,False
2026-09-04 16:00:00,M-001,CNC Machine,31.62,38.06,59.14,1.0,Running,252.96,False
2026-09-04 16:00:00,M-002,Industrial Motor,35.6,40.97,62.99,1.0,Running,284.8,False
2026-09-04 16:00:00,M-003,Compressor,51.68,40.2,61.52,1.0,Running,413.44,False
2026-09-04 16:00:00,M-004,Hydraulic Press,49.3,58.38,59.36,1.0,Running,394.4,False
2026-09-04 16:00:00,M-005,Cooling System,27.92,28.05,51.68,1.0,Running,223.36,False
2026-09-04 17:00:00,M-001,CNC Machine,34.79,43.11,56.76,1.0,Running,278.32,False
2026-09-04 17:00:00,M-002,Industrial Motor,41.14,43.86,60.63,1.0,Running,329.12,False
2026-09-04 17:00:00,M-003,Compressor,56.58,36.92,61.78,1.0,Running,452.64,False
2026-09-04 17:00:00,M-004,Hydraulic Press,43.57,49.86,54.86,1.0,Running,348.56,False
2026-09-04 17:00:00,M-005,Cooling System,32.22,30.83,48.32,1.0,Running,257.76,False
2026-09-04 18:00:00,M-001,CNC Machine,33.23,41.89,55.25,1.0,Running,265.84,False
2026-09-04 18:00:00,M-002,Industrial Motor,35.04,47.57,60.47,1.0,Running,280.32,False
2026-09-04 18:00:00,M-003,Compressor,45.17,32.88,66.39,1.0,Running,361.36,False
2026-09-04 18:00:00,M-004,Hydraulic Press,45.14,53.83,58.46,1.0,Running,361.12,False
2026-09-04 18:00:00,M-005,Cooling System,28.38,32.58,53.81,1.0,Running,227.04,False
2026-09-04 19:00:00,M-001,CNC Machine,34.52,41.0,55.64,1.0,Running,276.16,False
2026-09-04 19:00:00,M-002,Industrial Motor,35.1,48.75,60.57,1.0,Running,280.8,False
2026-09-04 19:00:00,M-003,Compressor,50.01,32.67,62.37,1.0,Running,400.08,False
2026-09-04 19:00:00,M-004,Hydraulic Press,50.74,45.74,60.66,1.0,Running,405.92,False
2026-09-04 19:00:00,M-005,Cooling System,25.95,34.61,52.14,1.0,Running,207.6,False
2026-09-04 20:00:00,M-001,CNC Machine,6.13,7.53,53.16,0.2,Idle,49.04,False
2026-09-04 20:00:00,M-002,Industrial Motor,7.42,10.55,62.14,0.2,Idle,59.36,False
2026-09-04 20:00:00,M-003,Compressor,11.84,7.34,61.04,0.2,Idle,94.72,False
2026-09-04 20:00:00,M-004,Hydraulic Press,9.62,11.01,56.05,0.2,Idle,76.96,False
2026-09-04 20:00:00,M-005,Cooling System,5.71,6.48,51.55,0.2,Idle,45.68,False
2026-09-04 21:00:00,M-001,CNC Machine,6.12,7.85,59.1,0.2,Idle,48.96,False
2026-09-04 21:00:00,M-002,Industrial Motor,7.96,9.6,58.42,0.2,Idle,63.68,False
2026-09-04 21:00:00,M-003,Compressor,11.08,6.56,61.3,0.2,Idle,88.64,False
2026-09-04 21:00:00,M-004,Hydraulic Press,9.02,9.67,58.22,0.2,Idle,72.16,False
2026-09-04 21:00:00,M-005,Cooling System,5.73,5.91,53.39,0.2,Idle,45.84,False
2026-09-04 22:00:00,M-001,CNC Machine,6.02,8.89,54.43,0.2,Idle,48.16,False
2026-09-04 22:00:00,M-002,Industrial Motor,8.01,10.52,57.25,0.2,Idle,64.08,False
2026-09-04 22:00:00,M-003,Compressor,9.17,7.2,64.09,0.2,Idle,73.36,False
2026-09-04 22:00:00,M-004,Hydraulic Press,8.49,11.52,56.33,0.2,Idle,67.92,False
2026-09-04 22:00:00,M-005,Cooling System,5.08,6.37,50.73,0.2,Idle,40.64,False
2026-09-04 23:00:00,M-001,CNC Machine,6.16,8.8,54.53,0.2,Idle,49.28,False
2026-09-04 23:00:00,M-002,Industrial Motor,7.79,10.17,60.53,0.2,Idle,62.32,False
2026-09-04 23:00:00,M-003,Compressor,10.63,6.81,63.75,0.2,Idle,85.04,False
2026-09-04 23:00:00,M-004,Hydraulic Press,8.73,10.37,57.63,0.2,Idle,69.84,False
2026-09-04 23:00:00,M-005,Cooling System,5.59,5.52,50.38,0.2,Idle,44.72,False
2026-09-05 00:00:00,M-001,CNC Machine,4.87,5.74,55.43,0.2,Idle,38.96,False
2026-09-05 00:00:00,M-002,Industrial Motor,5.55,7.65,60.82,0.2,Idle,44.4,False
2026-09-05 00:00:00,M-003,Compressor,8.01,5.48,62.35,0.2,Idle,64.08,False
2026-09-05 00:00:00,M-004,Hydraulic Press,6.9,7.59,58.01,0.2,Idle,55.2,False
2026-09-05 00:00:00,M-005,Cooling System,4.24,3.75,56.43,0.2,Idle,33.92,False
2026-09-05 01:00:00,M-001,CNC Machine,4.59,6.12,55.75,0.2,Idle,36.72,False
2026-09-05 01:00:00,M-002,Industrial Motor,6.11,7.38,57.48,0.2,Idle,48.88,False
2026-09-05 01:00:00,M-003,Compressor,8.08,5.56,63.72,0.2,Idle,64.64,False
2026-09-05 01:00:00,M-004,Hydraulic Press,7.17,7.7,59.74,0.2,Idle,57.36,False
2026-09-05 01:00:00,M-005,Cooling System,4.41,4.09,51.87,0.2,Idle,35.28,False
2026-09-05 02:00:00,M-001,CNC Machine,4.82,6.34,54.7,0.2,Idle,38.56,False
2026-09-05 02:00:00,M-002,Industrial Motor,5.67,7.89,57.76,0.2,Idle,45.36,False
2026-09-05 02:00:00,M-003,Compressor,7.88,5.08,66.46,0.2,Idle,63.04,False
2026-09-05 02:00:00,M-004,Hydraulic Press,6.41,7.86,62.97,0.2,Idle,51.28,False
2026-09-05 02:00:00,M-005,Cooling System,4.52,4.6,51.7,0.2,Idle,36.16,False
2026-09-05 03:00:00,M-001,CNC Machine,5.04,6.57,57.44,0.2,Idle,40.32,False
2026-09-05 03:00:00,M-002,Industrial Motor,6.0,7.81,59.37,0.2,Idle,48.0,False
2026-09-05 03:00:00,M-003,Compressor,7.96,5.01,65.87,0.2,Idle,63.68,False
2026-09-05 03:00:00,M-004,Hydraulic Press,7.18,7.37,60.91,0.2,Idle,57.44,False
2026-09-05 03:00:00,M-005,Cooling System,3.99,4.17,51.72,0.2,Idle,31.92,False
2026-09-05 04:00:00,M-001,CNC Machine,4.65,6.46,57.7,0.2,Idle,37.2,False
2026-09-05 04:00:00,M-002,Industrial Motor,5.71,7.44,57.13,0.2,Idle,45.68,False
2026-09-05 04:00:00,M-003,Compressor,7.93,4.7,59.73,0.2,Idle,63.44,False
2026-09-05 04:00:00,M-004,Hydraulic Press,6.69,8.11,64.49,0.2,Idle,53.52,False
2026-09-05 04:00:00,M-005,Cooling System,4.15,5.33,51.79,0.2,Idle,33.2,False
2026-09-05 05:00:00,M-001,CNC Machine,5.29,6.8,51.72,0.2,Idle,42.32,False
2026-09-05 05:00:00,M-002,Industrial Motor,5.49,6.17,61.17,0.2,Idle,43.92,False
2026-09-05 05:00:00,M-003,Compressor,8.3,5.46,61.6,0.2,Idle,66.4,False
2026-09-05 05:00:00,M-004,Hydraulic Press,7.1,6.11,56.34,0.2,Idle,56.8,False
2026-09-05 05:00:00,M-005,Cooling System,4.24,3.77,53.59,0.2,Idle,33.92,False
2026-09-05 06:00:00,M-001,CNC Machine,4.67,6.24,54.68,0.2,Idle,37.36,False
2026-09-05 06:00:00,M-002,Industrial Motor,5.24,6.99,58.57,0.2,Idle,41.92,False
2026-09-05 06:00:00,M-003,Compressor,7.95,5.47,64.34,0.2,Idle,63.6,False
2026-09-05 06:00:00,M-004,Hydraulic Press,6.68,6.9,53.65,0.2,Idle,53.44,False
2026-09-05 06:00:00,M-005,Cooling System,4.56,4.56,49.05,0.2,Idle,36.48,False
2026-09-05 07:00:00,M-001,CNC Machine,4.89,6.0,57.51,0.2,Idle,39.12,False
2026-09-05 07:00:00,M-002,Industrial Motor,5.46,6.94,56.06,0.2,Idle,43.68,False
2026-09-05 07:00:00,M-003,Compressor,8.76,5.29,64.55,0.2,Idle,70.08,False
2026-09-05 07:00:00,M-004,Hydraulic Press,6.88,7.49,57.98,0.2,Idle,55.04,False
2026-09-05 07:00:00,M-005,Cooling System,4.41,4.21,52.45,0.2,Idle,35.28,False
2026-09-05 08:00:00,M-001,CNC Machine,4.52,6.31,57.61,0.2,Idle,36.16,False
2026-09-05 08:00:00,M-002,Industrial Motor,5.51,7.58,62.0,0.2,Idle,44.08,False
2026-09-05 08:00:00,M-003,Compressor,7.43,5.04,62.48,0.2,Idle,59.44,False
2026-09-05 08:00:00,M-004,Hydraulic Press,6.94,6.44,54.34,0.2,Idle,55.52,False
2026-09-05 08:00:00,M-005,Cooling System,3.68,4.06,51.83,0.2,Idle,29.44,False
2026-09-05 09:00:00,M-001,CNC Machine,4.71,6.22,52.91,0.2,Idle,37.68,False
2026-09-05 09:00:00,M-002,Industrial Motor,5.86,6.52,58.9,0.2,Idle,46.88,False
2026-09-05 09:00:00,M-003,Compressor,7.39,5.38,64.36,0.2,Idle,59.12,False
2026-09-05 09:00:00,M-004,Hydraulic Press,6.99,8.28,57.18,0.2,Idle,55.92,False
2026-09-05 09:00:00,M-005,Cooling System,4.14,4.59,52.02,0.2,Idle,33.12,False
2026-09-05 10:00:00,M-001,CNC Machine,4.75,6.14,55.42,0.2,Idle,38.0,False
2026-09-05 10:00:00,M-002,Industrial Motor,5.35,6.63,57.22,0.2,Idle,42.8,False
2026-09-05 10:00:00,M-003,Compressor,7.23,4.58,64.32,0.2,Idle,57.84,False
2026-09-05 10:00:00,M-004,Hydraulic Press,6.96,6.96,58.07,0.2,Idle,55.68,False
2026-09-05 10:00:00,M-005,Cooling System,4.37,3.79,53.62,0.2,Idle,34.96,False
2026-09-05 11:00:00,M-001,CNC Machine,4.92,5.8,53.29,0.2,Idle,39.36,False
